,FOD_ID,FIRE_NAME,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,distance,date_time,air_temperature,relative_humidity,wind_speed,precipitation
6518,300325965,REED,2015-02-25 00:00:00,Miscellaneous,2015-02-25 00:00:00,0.1,A,38.957889,-121.048623,CA,3.035,201502251200.0,2.285,81.57,0.0,
716,300204186,JEEP,2015-02-25 00:00:00,Equipment Use,2015-02-25 00:00:00,0.1,A,34.60944444,-118.71166667,CA,5.42,201502251200.0,8.89,35.5,2.01,205.105
3674,300290020,,2015-02-25 00:00:00,Missing/Undefined,,0.25,A,37.597612,-122.400743,CA,3.526666666666667,201502251200.0,9.04,93.49333333333334,0.4466666666666667,661.1619999999998
6300,300316106,REED,2015-02-26 00:00:00,Miscellaneous,2015-02-26 00:00:00,1.0,B,39.470636,-121.318982,CA,5.883333333333333,201502261200.0,6.1099999999999985,64.5,1.79,803.9946666666666
6789,300338193,GATES CANYON RD  VACAVILL,2015-02-27 00:00:00,Missing/Undefined,,0.01,A,38.377797,-122.030131,CA,6.584999999999999,201502271200.0,9.73,76.83666666666666,2.275,
6407,300320968,HORSESHOE,2015-02-27 00:00:00,Missing/Undefined,2015-02-27 00:00:00,0.01,A,38.608704,-120.707452,CA,8.36,201502271200.0,8.0,70.68,2.06,
6245,300313572,HARDIN RD / POPE CANYON R,2015-02-27 00:00:00,Missing/Undefined,2015-02-27 00:00:00,0.1,A,38.614173,-122.396274,CA,3.59,201502271200.0,7.22,,,848.36
6613,300328522,ELDERBERRY,2015-02-27 00:00:00,Miscellaneous,2015-02-27 00:00:00,0.01,A,38.404901,-120.629585,CA,3.5,201502271200.0,7.88,76.0,0.61,536.956
2455,300238807,LOCH,2015-02-27 00:00:00,Debris Burning,2015-02-27 00:00:00,1.0,B,38.867647,-122.68666100000002,CA,5.9674999999999985,201502271200.0,7.2266666666666675,85.5,2.01,571.9233333333333
6796,300338418,MILL,2015-02-27 00:00:00,Debris Burning,2015-02-27 00:00:00,0.01,A,40.749118,-121.925233,CA,9.083333333333334,201502271200.0,4.156666666666667,71.0,0.9,893.2333333333332
6643,300330888,,2015-02-27 00:00:00,Missing/Undefined,,1.0,B,38.25315963,-122.16078641,CA,6.003333333333333,201502271200.0,10.176666666666668,79.495,3.5733333333333333,
2057,300209697,REFUSE RD,2015-02-27 00:00:00,Debris Burning,2015-02-27 00:00:00,0.1,A,39.8303,-123.2758,CA,6.43,201502271200.0,7.79,94.0,0.0,
6212,300313422,MORAN RD / LOVE CREEK RD,2015-02-27 00:00:00,Debris Burning,2015-02-27 00:00:00,0.1,A,38.217875,-120.35833,CA,5.273333333333333,201502271200.0,5.37,78.0,1.79,457.62333333333333
3202,300283614,,2015-02-27 00:00:00,Miscellaneous,,0.01,A,38.66447700000001,-121.345866,CA,4.959999999999999,201502271200.0,8.855999999999998,82.42750000000002,1.01,
6512,300325762,HIDDEN VALLEY RD  PERR,2015-02-28 00:00:00,Debris Burning,2015-02-28 00:00:00,0.1,A,33.775197,-117.371125,CA,6.437499999999999,201502281200.0,10.28,88.5,2.01,114.046
6508,300325737,SANTA MARIA RIVER BRIDGE,2015-02-28 00:00:00,Miscellaneous,,0.1,A,34.977817,-120.413483,CA,5.066666666666666,201502281200.0,9.196666666666667,87.19,0.2333333333333333,
865,300204337,EL CARISO,2015-02-28 00:00:00,Campfire,,0.1,A,33.6525,-117.41,CA,4.7575,201502281200.0,8.2,83.25,3.4624999999999995,187.452
6268,300315712,E WEAVER CREEK RD  WEAVER,2015-03-01 00:00:00,Miscellaneous,2015-03-01 00:00:00,0.25,A,40.752267,-122.918656,CA,5.022,201503011200.0,0.42200000000000004,59.33333333333334,2.03,1213.866
2140,300209781,PINE FLAT,2015-03-01 00:00:00,Debris Burning,2015-03-04 00:00:00,1.0,B,36.06035,-118.705944,CA,8.557500000000001,201503011200.0,-1.3875000000000002,91.0,0.45,190.119
2456,300238841,RED 2,2015-03-02 00:00:00,Debris Burning,2015-03-02 00:00:00,1.0,B,39.403681,-123.72008,CA,7.25,201503021200.0,4.44,95.0,0.0,820.42
3657,300289998,,2015-03-03 00:00:00,Missing/Undefined,,0.01,A,38.690378,-121.373322,CA,5.426,201503031200.0,6.2780000000000005,75.78333333333335,0.3325,
3226,300286347,SALT,2015-03-04 00:00:00,Missing/Undefined,2015-03-04 00:00:00,3.0,B,39.913333,-123.16,CA,7.31,201503041200.0,1.39,84.0,0.9,378.20599999999996
3658,300289999,,2015-03-04 00:00:00,Missing/Undefined,,0.01,A,38.684847,-121.338086,CA,4.872,201503041200.0,4.69,80.1275,0.066,
6783,300336172,CLINIC,2015-03-04 00:00:00,Missing/Undefined,2015-03-04 00:00:00,0.04,A,40.55104,-123.1911,CA,4.98,201503041200.0,-1.385,83.0,0.0,671.957
231,300202006,SALMON,2015-03-04 00:00:00,Miscellaneous,2015-03-04 00:00:00,0.2,A,41.37972222,-123.485,CA,0.82,201503041200.0,2.22,95.0,1.34,942.34
2051,300209690,SALT,2015-03-04 00:00:00,Equipment Use,2015-03-04 00:00:00,6.0,B,39.793808,-123.245814,CA,7.722499999999998,201503041200.0,1.255,89.66666666666669,0.6,754.6339999999999
1956,300209493,RED,2015-03-04 00:00:00,Arson,2015-03-04 00:00:00,1.0,B,41.2767,-123.8839,CA,7.4175,201503041200.0,3.9225,87.33333333333331,3.43,1075.4360000000001
859,300204331,BLUE,2015-03-05 00:00:00,Campfire,2015-03-05 00:00:00,0.1,A,33.65083333,-117.44777778,CA,5.5675,201503051200.0,10.4175,27.75,1.4525,197.358
6944,300345826,,2015-03-05 00:00:00,Missing/Undefined,,0.01,A,34.166666,-117.7,CA,4.402500000000002,201503051200.0,7.6425,43.75,1.4525,257.81
6249,300313580,BLUEGRASS RD  RAMONA,2015-03-05 00:00:00,Debris Burning,,1.0,B,33.025234000000005,-116.931497,CA,1.706,201503051200.0,7.468000000000001,45.174,2.194,
1747,300209199,AGGREGATE # 1,2015-03-05 00:00:00,Arson,2015-03-05 00:00:00,0.5,B,41.0317,-123.6556,CA,3.9375,201503051200.0,5.37,71.66666666666667,2.0866666666666664,854.5194999999999
721,300204191,SPOT,2015-03-05 00:00:00,Miscellaneous,2015-03-05 00:00:00,0.1,A,34.68111111,-118.78083333,CA,6.7200000000000015,201503051200.0,6.555,24.68,10.51,215.138
1342,300206650,LEX,2015-03-06 00:00:00,Miscellaneous,2015-03-12 00:00:00,0.01,A,39.66833333,-121.00583333,CA,4.54,201503061200.0,6.67,27.0,4.02,729.2339999999999
2458,300238945,SADIE,2015-03-06 00:00:00,Debris Burning,2015-03-06 00:00:00,6.0,B,38.252959,-120.639754,CA,7.22,201503061200.0,7.336666666666666,50.0,0.9433333333333334,525.018
2457,300238932,BRYANT,2015-03-06 00:00:00,Debris Burning,2015-03-06 00:00:00,3.0,B,36.426179,-121.312937,CA,7.926666666666668,201503061200.0,3.42,89.0,1.9466666666666663,195.326
3211,300283624,,2015-03-06 00:00:00,Miscellaneous,,0.01,A,37.043504,-122.036851,CA,2.1775,201503061200.0,7.1625,70.0,0.4475,
6290,300316036,HIGHWAY 3,2015-03-06 00:00:00,Children,2015-03-06 00:00:00,0.01,A,40.635594,-122.254404,CA,8.8075,201503061200.0,3.2725,86.34,0.93,703.0720000000001
6712,300333517,HERMON,2015-03-06 00:00:00,Miscellaneous,2015-03-06 00:00:00,0.01,A,37.052037,-122.070511,CA,2.905,201503061200.0,7.2349999999999985,69.0,0.1125,
6951,300345885,BOHNEN,2015-03-07 00:00:00,Smoking,2015-03-07 00:00:00,0.1,A,37.071237,-121.95902,CA,4.6240000000000006,201503071200.0,7.075999999999999,68.4,0.462,
6953,300345897,,2015-03-07 00:00:00,Missing/Undefined,,0.01,A,34.916666,-118.916666,CA,5.227500000000001,201503071200.0,7.917499999999999,39.75,2.6825,103.29333333333334
6824,300338561,CREEK/TEH CO FIRE,2015-03-07 00:00:00,Missing/Undefined,2015-03-07 00:00:00,0.01,A,40.295649,-122.278964,CA,6.87,201503071200.0,4.44,,,
6520,300325975,CREEK 2,2015-03-07 00:00:00,Missing/Undefined,2015-03-07 00:00:00,0.1,A,40.32434,-122.280786,CA,7.433333333333334,201503071200.0,2.66,93.0,0.0,327.152
1749,300209201,MARSHALL 1,2015-03-07 00:00:00,Arson,2015-03-07 00:00:00,0.2,A,41.0858,-123.695,CA,2.94,201503071200.0,6.945,72.5,0.895,782.4893333333333
1750,300209202,BRIDGE 2,2015-03-07 00:00:00,Arson,2015-03-08 00:00:00,0.1,A,41.0322,-123.6672,CA,3.8325,201503071200.0,7.406666666666666,66.0,0.7466666666666667,854.5194999999999
2058,300209698,CAR FIRE,2015-03-07 00:00:00,Arson,2015-03-07 00:00:00,0.2,A,39.7939,-123.2706,CA,6.74,201503071200.0,3.06,88.0,0.45,1507.49
1748,300209200,HECK 1,2015-03-07 00:00:00,Arson,2015-03-07 00:00:00,0.3,B,41.0858,-123.695,CA,2.94,201503071200.0,6.945,72.5,0.895,782.4893333333333
6947,300345834,WESTERN MINE RD  MIDDLETO,2015-03-07 00:00:00,Miscellaneous,2015-03-07 00:00:00,0.25,A,38.710696,-122.6461,CA,7.38,201503071200.0,10.56,,,1050.544
1942,300209478,STAR,2015-03-07 00:00:00,Miscellaneous,2015-03-07 00:00:00,0.1,A,41.5322,-124.0108,CA,2.22,201503071200.0,,,,1330.96
6175,300310997,ST HELENA RD  SANTA_ROSA,2015-03-07 00:00:00,Missing/Undefined,,0.1,A,38.509367,-122.63842,CA,5.3175,201503071200.0,6.2575,83.5,0.225,1055.37
3642,300289982,,2015-03-07 00:00:00,Missing/Undefined,,0.01,A,33.831161,-118.054618,CA,2.595,201503071200.0,11.2425,60.57,0.37,
1930,300209458,CIMA,2015-03-08 00:00:00,Railroad,2015-03-08 00:00:00,0.1,A,35.241,-115.49456,CA,5.32,201503081200.0,5.0,31.0,1.79,74.93
3227,300286385,SHIVLEY 2,2015-03-08 00:00:00,Missing/Undefined,2015-03-08 00:00:00,1.0,B,40.461833,-124.058333,CA,7.96,201503081200.0,7.893333333333333,97.66666666666669,0.15,
6172,300310940,PACHECO,2015-03-08 00:00:00,Missing/Undefined,2015-03-08 00:00:00,0.01,A,37.035898,-121.311964,CA,7.555,201503081200.0,10.01,70.5,0.0,
6368,300318600,MILL CREEK RD  HEALDSBURG,2015-03-08 00:00:00,Debris Burning,,0.01,A,38.605058,-122.982733,CA,7.574999999999998,201503081200.0,6.715000000000002,96.75,0.2175,
2835,300263513,FOX,2015-03-08 00:00:00,Miscellaneous,2015-03-08 00:00:00,1.0,B,39.715834,-123.477483,CA,4.975,201503081200.0,5.835,81.0,0.67,1655.826
860,300204332,DAY,2015-03-08 00:00:00,Campfire,2015-03-08 00:00:00,0.1,A,33.65166667,-117.40916667,CA,4.74,201503081200.0,8.2,44.5,0.7825,206.248
1563,300208801,LONGHORN,2015-03-08 00:00:00,Campfire,2015-03-08 00:00:00,0.1,A,33.687979,-117.275669,CA,6.616666666666667,201503081200.0,4.633333333333333,62.66666666666666,0.15,
6340,300318446,CHALK,2015-03-08 00:00:00,Miscellaneous,,0.08,A,38.641656,-122.761191,CA,6.9049999999999985,201503081200.0,9.3525,79.0,1.0,840.4860000000001
2800,300260449,SHIVLEY 3,2015-03-08 00:00:00,Children,2015-03-08 00:00:00,1.0,B,40.461833,-124.058333,CA,7.96,201503081200.0,7.893333333333333,97.66666666666669,0.15,
6658,300330997,MIDPINES,2015-03-09 00:00:00,Debris Burning,2015-03-09 00:00:00,0.1,A,37.565108,-119.982179,CA,6.085000000000001,201503091200.0,8.055,83.5,2.235,333.50199999999995
809,300204280,WASH,2015-03-09 00:00:00,Campfire,2015-03-09 00:00:00,0.1,A,34.27666667,-118.30666667,CA,4.363333333333333,201503091200.0,11.306666666666667,65.80333333333333,1.11,197.104
6258,300315672,RIDGE,2015-03-09 00:00:00,Missing/Undefined,2015-03-09 00:00:00,0.03,A,39.240573,-121.056267,CA,2.355,201503091200.0,9.505,52.83,0.0,
1751,300209203,HOSTLER 1,2015-03-09 00:00:00,Arson,2015-03-10 00:00:00,0.2,A,41.0769,-123.6881,CA,2.63,201503091200.0,8.334999999999999,71.0,0.67,768.8580000000001
6313,300316189,MISSOURI,2015-03-09 00:00:00,Miscellaneous,2015-03-09 00:00:00,0.1,A,38.69989,-120.829338,CA,2.43,201503091200.0,12.12,40.33,1.26,
1219,300206511,BOWERY,2015-03-09 00:00:00,Campfire,,3.5,B,39.44944444,-122.76277778,CA,7.95,201503091200.0,11.11,41.0,2.23,684.53
6170,300310936,LAKERIDGE CIR / SKYWAY,2015-03-10 00:00:00,Arson,2015-03-10 00:00:00,0.03,A,39.818386,-121.592365,CA,4.476666666666667,201503101200.0,13.34,45.5,0.0,916.559
3659,300290000,,2015-03-10 00:00:00,Missing/Undefined,,0.01,A,38.695666,-121.347403,CA,5.162000000000001,201503101200.0,11.782,76.4075,0.504,
3228,300286395,WINTERGREEN LN / COUNTRY,2015-03-10 00:00:00,Missing/Undefined,2015-03-10 00:00:00,1.0,B,39.889861,-121.668051,CA,4.4525,201503101200.0,10.78,45.5,0.67,939.038
845,300204316,ALPINE,2015-03-11 00:00:00,Equipment Use,2015-03-11 00:00:00,0.1,A,32.83583333,-116.70583333,CA,2.47,201503111200.0,16.232,24.6,1.36,227.33
1564,300208802,O DELL,2015-03-11 00:00:00,Missing/Undefined,2015-03-11 00:00:00,0.1,A,34.03503,-116.1081,CA,6.205,201503111200.0,11.945,25.5,2.01,95.50399999999999
6447,300323194,ARMSTRONG,2015-03-11 00:00:00,Miscellaneous,2015-03-11 00:00:00,0.1,A,38.526165,-122.999701,CA,7.1625000000000005,201503111200.0,10.0125,97.5,0.0,
6217,300313462,BALD ROCK RD  BERRY_CRK,2015-03-11 00:00:00,Debris Burning,2015-03-11 00:00:00,0.01,A,39.641053,-121.415934,CA,7.62,201503111200.0,12.22,75.0,0.0,882.904
2018,300209608,GREEN,2015-03-11 00:00:00,Lightning,2015-03-11 00:00:00,0.1,A,37.78212,-119.84327,CA,6.31,201503111200.0,10.333333333333334,35.0,3.2366666666666664,219.075
1765,300209220,O' DELL,2015-03-11 00:00:00,Campfire,2015-03-11 00:00:00,0.1,A,34.03503,-116.10806,CA,6.205,201503111200.0,11.945,25.5,2.01,95.50399999999999
6946,300345830,OAKRIDGE/TAC 3,2015-03-12 00:00:00,Missing/Undefined,2015-03-12 00:00:00,0.1,A,40.007729,-122.431119,CA,5.35,201503121200.0,10.1,,2.5,
1739,300209183,FT.MASON-PIER,2015-03-12 00:00:00,Campfire,2015-03-12 00:00:00,0.1,A,37.8072,-122.4297,CA,4.245,201503121200.0,12.04,92.0,0.0,
6671,300331071,,2015-03-12 00:00:00,Missing/Undefined,,23.0,C,34.5,-119.333333,CA,7.4925,201503121200.0,8.084999999999999,78.25,1.12,274.95500000000004
6833,300340660,LONG BAR,2015-03-12 00:00:00,Arson,2015-03-12 00:00:00,0.12,A,39.526191,-121.53643,CA,5.9700000000000015,201503121200.0,9.43,89.325,2.335,466.09
2391,300229700,,2015-03-12 00:00:00,Equipment Use,,0.01,A,38.691556,-121.06007,CA,9.75,201503121200.0,8.33,92.0,1.79,411.48
1714,300209149,OAK,2015-03-12 00:00:00,Debris Burning,2015-03-12 00:00:00,1.5,B,35.4097,-120.5089,CA,8.84,201503121200.0,4.78,97.0,0.67,
6464,300323488,MIDDLE,2015-03-12 00:00:00,Debris Burning,2015-03-12 00:00:00,0.21,A,38.390104,-120.525218,CA,6.6850000000000005,201503121200.0,6.395,88.5,1.345,464.566
6414,300321000,RESIDENTIAL FIRE/STRU FIR,2015-03-12 00:00:00,Missing/Undefined,,0.1,A,33.255659,-117.193009,CA,3.776666666666667,201503121200.0,12.783333333333333,76.33333333333333,0.7466666666666667,
6501,300323683,BUCKS,2015-03-13 00:00:00,Debris Burning,2015-03-13 00:00:00,1.0,B,38.654979,-120.710582,CA,6.65,201503131200.0,13.31,63.12000000000001,2.023333333333333,
6706,300333491,RABBIT FOOT RD  WILSEYVIL,2015-03-13 00:00:00,Debris Burning,2015-03-13 00:00:00,0.16,A,38.382258,-120.555527,CA,5.4849999999999985,201503131200.0,11.95,76.0,1.34,529.082
6177,300311013,APPLE,2015-03-13 00:00:00,Debris Burning,2015-03-13 00:00:00,1.0,B,33.992245000000004,-116.963637,CA,5.3525,201503131200.0,18.335,29.5,3.35,179.74733333333333
6691,300333220,RAMSEY RD / CHAPMAN RD,2015-03-13 00:00:00,Debris Burning,2015-03-13 00:00:00,0.1,A,33.491285999999995,-116.651425,CA,4.66,201503131200.0,14.44,34.0,3.13,205.486
6254,300313613,CLARK LN / VICTORIA AV,2015-03-14 00:00:00,Miscellaneous,,0.1,A,34.238833,-116.825867,CA,2.7675,201503141200.0,-0.6925,74.4725,0.335,251.46
6169,300310934,SWEENY,2015-03-14 00:00:00,Debris Burning,2015-03-14 00:00:00,0.75,B,38.624212,-120.601554,CA,3.98,201503141200.0,14.44,35.0,0.9,687.07
6227,300313493,I 8  W/ CARRIZO GORGE R 3,2015-03-14 00:00:00,Missing/Undefined,,0.01,A,32.646524,-116.186025,CA,6.2675,201503141200.0,15.9725,29.25,2.3475,124.968
2836,300264101,VEGA,2015-03-14 00:00:00,Miscellaneous,2015-03-14 00:00:00,1.0,B,36.89284,-121.711946,CA,3.88,201503141200.0,11.346666666666666,89.00666666666666,1.6966666666666663,
3660,300290001,,2015-03-14 00:00:00,Missing/Undefined,,0.01,A,38.610464,-121.382927,CA,3.276666666666667,201503141200.0,13.703333333333333,81.475,1.03,312.928
6174,300310987,ST HELENA HWY N/ LODI LN,2015-03-14 00:00:00,Miscellaneous,,0.2,A,38.523672,-122.496401,CA,7.76,201503141200.0,12.06,87.0,1.18,
7018,300348399,BARKER BL  BIG_BEAR_LAKE_,2015-03-14 00:00:00,Miscellaneous,,0.1,A,34.263217,-116.83095,CA,2.21,201503141200.0,-0.6925,74.4725,0.335,251.46
6746,300335741,BIG,2015-03-14 00:00:00,Missing/Undefined,2015-03-14 00:00:00,1.41,B,38.846895,-122.664903,CA,6.0600000000000005,201503141200.0,13.06,71.5,0.0,666.242
6941,300345814,GLEN,2015-03-14 00:00:00,Missing/Undefined,,0.01,A,34.214975,-117.411444,CA,5.2,201503141200.0,15.553333333333333,29.33333333333333,2.3866666666666667,182.88
6945,300345827,CANDY,2015-03-15 00:00:00,Missing/Undefined,2015-03-15 00:00:00,1.0,B,33.767409,-117.389483,CA,5.590000000000002,201503151200.0,18.7525,33.25,1.23,152.14600000000002
6497,300323657,HWY 32  E FRST_RNCH,2015-03-15 00:00:00,Debris Burning,2015-03-15 00:00:00,0.1,A,39.914749,-121.653353,CA,4.89,201503151200.0,17.785,48.0,2.235,638.302
6717,300333537,RIDGE RD  GLENCOE,2015-03-15 00:00:00,Miscellaneous,2015-03-16 00:00:00,0.14,A,38.335985,-120.530769,CA,3.22,201503151200.0,18.06,33.0,2.235,464.566
100,300201849,WILCOX,2015-03-15 00:00:00,Debris Burning,2015-03-15 00:00:00,0.1,A,40.74583333,-121.46777778,CA,9.91,201503151200.0,11.11,49.0,7.6,262.636
6432,300321107,HANGTREE CT  OAKHURST,2015-03-15 00:00:00,Debris Burning,2015-03-15 00:00:00,0.01,A,37.323893,-119.628812,CA,3.515000000000001,201503151200.0,11.2625,59.0,0.6725,309.118
1497,300206826,MOON ROCK,2015-03-15 00:00:00,Equipment Use,,0.1,A,37.38111111,-119.56888889,CA,3.763333333333333,201503151200.0,11.493333333333334,56.33333333333334,0.5966666666666667,309.118
6528,300326008,DEBRON,2015-03-15 00:00:00,Debris Burning,2015-03-15 00:00:00,0.09,A,38.73913,-120.597103,CA,8.16,201503151200.0,17.926666666666666,29.28333333333333,3.716666666666667,687.07
696,300204148,MITCHELL CANYON,2015-03-15 00:00:00,Campfire,2015-03-15 00:00:00,0.1,A,39.57222222,-120.02972222,CA,4.45,201503151200.0,11.856666666666667,34.333333333333336,2.83,245.237
6483,300323572,,2015-03-15 00:00:00,Miscellaneous,,0.12,A,34.483333,-118.983333,CA,6.62,201503151200.0,15.57,51.0,0.0,
3203,300283615,,2015-03-16 00:00:00,Miscellaneous,,0.01,A,38.652382,-121.327636,CA,4.3225,201503161200.0,10.8125,73.715,0.385,
1573,300208811,PINK,2015-03-16 00:00:00,Equipment Use,2015-03-16 00:00:00,0.1,A,32.65502,-116.81037,CA,4.566,201503161200.0,17.962,22.1,3.37,297.18
6799,300338446,PINK,2015-03-16 00:00:00,Miscellaneous,,0.01,A,32.654818,-116.806969,CA,4.5680000000000005,201503161200.0,17.962,22.1,3.37,297.18
1565,300208803,FILLMORE,2015-03-16 00:00:00,Missing/Undefined,2015-03-16 00:00:00,0.2,A,33.671596,-116.109801,CA,5.3,201503161200.0,15.545,47.405,0.77,
1752,300209204,BRIDGE 3,2015-03-16 00:00:00,Campfire,2015-03-17 00:00:00,0.1,A,41.0619,-123.6847,CA,2.37,201503161200.0,8.334999999999999,96.5,1.565,788.924
3199,300280895,,2015-03-17 00:00:00,Miscellaneous,,0.12,A,36.318236,-119.69097,CA,3.2350000000000003,201503171200.0,14.9,71.93,2.06,
2059,300209699,76730 HENDERSON LN,2015-03-17 00:00:00,Arson,2015-03-17 00:00:00,0.1,A,39.8003,-123.2575,CA,7.796666666666668,201503171200.0,6.670000000000001,91.0,0.4466666666666667,820.5469999999998
2109,300209749,CHURCH,2015-03-17 00:00:00,Miscellaneous,2015-03-17 00:00:00,0.5,B,33.365190000000005,-117.075825,CA,2.704,201503171200.0,12.888,43.4,1.3419999999999999,170.942
2831,300261177,,2015-03-17 00:00:00,Children,,0.1,A,37.774625,-122.455809,CA,2.73,201503171200.0,12.51,86.0,2.68,
6767,300336071,,2015-03-17 00:00:00,Missing/Undefined,,0.01,A,38.93333300000001,-122.266666,CA,9.63,201503171200.0,10.555,82.5,2.905,512.191
3639,300289978,,2015-03-17 00:00:00,Missing/Undefined,,0.01,A,36.818574,-119.713462,CA,1.8675,201503171200.0,13.7925,80.4625,2.005,
3643,300289983,,2015-03-17 00:00:00,Missing/Undefined,,0.1,A,33.650694,-117.950323,CA,4.326666666666667,201503171200.0,15.37,72.89333333333333,0.0,
6280,300315975,AUBERRY,2015-03-18 00:00:00,Equipment Use,,1.0,B,36.968609,-119.61548700000002,CA,6.18,201503181200.0,8.895,91.0,0.45,228.346
6207,300313374,BROWN ST / ORANGE AV,2015-03-18 00:00:00,Debris Burning,2015-03-18 00:00:00,0.1,A,33.822232,-117.296236,CA,4.9375,201503181200.0,13.892499999999998,83.115,1.5225000000000002,139.446
6338,300318410,ATLAS PEAK RD  NAPA,2015-03-18 00:00:00,Debris Burning,,0.1,A,38.439733,-122.245157,CA,8.77,201503181200.0,8.535,84.5,0.49,
6786,300338173,MOUNTAIN,2015-03-18 00:00:00,Debris Burning,2015-03-18 00:00:00,0.01,A,39.098316,-121.008693,CA,3.98,201503181200.0,6.955,83.0,0.0,
6869,300341021,YELLOW,2015-03-18 00:00:00,Debris Burning,2015-03-18 00:00:00,0.13,A,38.053901,-120.19321200000002,CA,3.01,201503181200.0,8.89,64.0,3.58,291.084
1753,300209205,RED ROCK,2015-03-19 00:00:00,Arson,2015-03-19 00:00:00,0.1,A,41.1044,-123.6911,CA,4.04,201503191200.0,7.22,95.0,0.45,774.446
6215,300313436,INAGAHEE,2015-03-19 00:00:00,Debris Burning,2015-03-19 00:00:00,1.0,B,38.746835,-120.603261,CA,8.159999999999998,201503191200.0,11.76,33.89666666666667,4.36,687.07
2829,300261131,,2015-03-19 00:00:00,Children,,0.5,B,36.008942,-120.129632,CA,2.615,201503191200.0,12.78,51.5,1.5650000000000002,42.164
6379,300318642,SWANSBORO,2015-03-19 00:00:00,Miscellaneous,2015-03-19 00:00:00,0.16,A,38.80955,-120.748359,CA,5.593333333333334,201503191200.0,12.13,33.56333333333333,4.66,744.7280000000002
6443,300323182,BUCKEYE RD  MORMON_BAR,2015-03-19 00:00:00,Debris Burning,2015-03-19 00:00:00,0.1,A,37.427997,-119.979329,CA,6.616666666666666,201503191200.0,10.373333333333333,76.33333333333333,2.086666666666667,230.378
6603,300328487,TOLLADAY RD  SIERRA_NATIO,2015-03-19 00:00:00,Debris Burning,,0.12,A,37.405759,-119.617292,CA,4.3775,201503191200.0,7.23,81.25,0.335,309.118
6747,300335742,I 8  W/ DUNBAR LN,2015-03-20 00:00:00,Missing/Undefined,,0.1,A,32.857075,-116.819553,CA,2.2750000000000004,201503201200.0,11.1175,93.5,1.0075,
3644,300289984,,2015-03-20 00:00:00,Missing/Undefined,,0.1,A,33.650694,-117.950323,CA,4.326666666666667,201503201200.0,15.746666666666668,84.89666666666666,0.6866666666666666,
6185,300311083,EAST,2015-03-20 00:00:00,Debris Burning,2015-03-20 00:00:00,1.0,B,40.501572,-123.03605,CA,7.52,201503201200.0,1.11,96.0,0.0,593.5980000000002
6590,300328439,ROBBERS,2015-03-20 00:00:00,Debris Burning,2015-03-21 00:00:00,0.5,B,39.121749,-120.922935,CA,5.6549999999999985,201503201200.0,10.005,50.0,0.45,870.204
3229,300286461,DELWOOD,2015-03-20 00:00:00,Missing/Undefined,2015-03-20 00:00:00,1.0,B,40.29135,-120.985267,CA,3.985,201503201200.0,2.505,68.0,0.45,417.068
